	productid	brand	RAM_GB	HDD_GB	GHz	price	rank
2953	451215	Acer	16	2000	3.2	90900	63.0
2954	451403	Samsung	16	1000	2.3	56900	26.0
2955	451444	Apple	8	2000	3.0	132900	38.0
2956	451613	Asus	16	2000	3.0	81900	54.0
2957	451909	DELL	16	1000	2.5	74900	34.0
2958	452029	MSI	4	1000	3.0	61900	31.0
2959	452097	Dell	4	500	2.3	55900	11.0
2960	452120	Dell	8	1000	3.0	81900	37.0
2961	452336	Dell	4	2000	3.2	93900	49.0
2962	452407	Apple	8	1000	1.8	110900	16.0
2963	452491	Asus	8	1000	1.8	47900	20.0
2964	452841	DELL	4	500	1.8	51900	11.0
2965	452925	HP	16	2000	3.0	75900	44.0
2966	453245	DELL	16	1000	2.5	78900	38.0
2967	453353	Samsung	4	500	3.2	68900	38.0
2968	453655	Asus	8	500	1.8	35900	9.0
2969	453975	hp	8	500	3.0	67900	39.0
2970	454306	asus	4	2000	2.3	49900	19.0
2971	454439	Asus	4	500	2.5	51900	24.0
2972	454541	hp	8	2000	2.5	61900	33.0
2973	454545	Toshiba	16	1000	3.0	70900	43.0
2974	454682	Apple	4	1000	3.2	140900	46.0
2975	454747	Microsoft	16	1000	2.3	50900	20.0
2976	454864	HP	8	2000	2.5	63900	32.0
2977	454886	HP	4	2000	1.8	43900	12.0
2978	455122	Asus	16	2000	2.3	58900	31.0
2979	455216	MSI	8	2000	3.0	67900	37.0
2980	455321	Apple	8	2000	1.8	117900	23.0
2981	455553	Asus	8	500	3.0	65900	38.0
2982	455557	Dell	4	500	2.3	52900	8.0
2983	455640	Lenovo	16	500	3.0	58900	45.0
2984	455702	Toshiba	4	1000	3.2	77900	50.0
2985	455864	Lenovo	4	500	3.0	45900	32.0
2986	455957	Samsung	8	1000	1.8	43900	13.0
2987	456000	Dell	4	500	2.3	61900	17.0
2988	456193	MSI	4	2000	3.0	63900	33.0
2989	456609	hp	4	2000	3.0	75900	47.0
2990	456669	Samsung	16	500	3.0	69900	39.0
2991	456827	Dell	4	1000	1.8	50900	6.0
2992	456851	Apple	8	2000	3.2	151900	57.0
2993	457140	Samsung	8	2000	2.5	62900	32.0
2994	458056	Asus	8	2000	3.2	87900	60.0
2995	458223	HP	4	2000	3.0	61900	30.0
2996	458381	Dell	16	500	3.2	97900	53.0
2997	458618	hp	16	500	1.8	36900	8.0
2998	458626	Lenovo	16	1000	3.2	66900	53.0
2999	458959	asus	4	2000	3.0	71900	41.0
3000	459081	HP	8	1000	2.3	49900	18.0
3001	459098	hp	4	1000	2.3	43900	15.0
3002	459222	Toshiba	8	1000	2.5	53900	26.0
3003	459335	Microsoft	16	2000	1.8	51900	21.0
3004	459335	Microsoft	16	2000	1.8	51900	21.0
3005	459762	Apple	4	2000	2.3	116900	22.0
3006	459884	Acer	8	2000	2.3	57900	31.0
3007	460106	MSI	8	500	2.5	53900	23.0
3008	460229	MSI	16	1000	1.8	45900	15.0
3009	460281	MSI	8	2000	3.0	76900	46.0
3010	460653	asus	16	500	2.3	50900	20.0
3011	460727	Asus	4	500	3.0	58900	31.0
3012	460763	Apple	4	1000	2.5	112900	18.0
3013	460863	Acer	8	2000	1.8	51900	25.0
3014	460989	asus	4	500	3.2	68900	38.0
3015	460993	Microsoft	16	1000	2.3	56900	26.0
3016	461058	Asus	8	2000	1.8	47900	20.0
3017	461125	MSI	4	1000	2.3	45900	15.0
3018	461203	Apple	8	2000	1.8	106900	12.0
3019	461237	Lenovo	4	2000	1.8	26900	13.0
3020	461357	Apple	16	1000	1.8	121900	27.0
3021	461712	DELL	4	2000	1.8	53900	13.0
3022	461749	asus	16	2000	3.0	82900	52.0
3023	461783	Asus	16	1000	2.5	69900	42.0
3024	461812	Asus	8	1000	2.3	41900	14.0
3025	462064	Apple	4	500	2.3	104900	10.0
3026	462102	Dell	8	2000	2.3	63900	19.0
3027	462182	Samsung	4	500	2.5	51900	21.0
3028	462375	Asus	4	1000	3.0	68900	41.0
3029	462446	Dell	16	2000	2.3	78900	34.0
3030	462847	Lenovo	4	500	2.5	30900	17.0
3031	463284	Toshiba	4	1000	2.3	42900	15.0
3032	463535	Asus	8	1000	2.5	62900	35.0
3033	463627	DELL	8	2000	2.5	83900	43.0
3034	463923	HP	16	1000	1.8	51900	20.0
3035	464289	Acer	4	1000	1.8	33900	7.0
3036	464792	Microsoft	8	1000	2.3	54900	24.0
3037	464829	HP	8	2000	1.8	46900	15.0
3038	464944	Apple	16	2000	3.2	157900	61.0
3039	465068	Apple	4	2000	3.2	136900	42.0
3040	465111	Acer	8	1000	1.8	46900	20.0
3041	465182	Asus	4	1000	1.8	34900	8.0
3042	465367	HP	4	500	2.3	37900	6.0
3043	465627	Samsung	16	500	3.2	80900	50.0
3044	465678	Samsung	16	1000	3.2	86900	56.0
3045	465729	Acer	4	2000	1.8	41900	15.0
3046	465853	Dell	16	500	3.2	98900	54.0
3047	465863	HP	4	500	1.8	30900	1.0
3048	467317	MSI	4	1000	1.8	31900	2.0
3049	467344	Apple	8	1000	2.5	122900	28.0
3050	467585	asus	8	500	2.5	51900	21.0
3051	467736	Toshiba	8	1000	2.5	59900	32.0
3052	467879	Lenovo	4	500	3.2	56900	43.0
3053	467935	HP	8	500	2.3	49900	18.0
3054	467997	Lenovo	4	2000	2.3	29900	16.0
3055	468017	Lenovo	8	1000	1.8	31900	18.0
3056	468113	Lenovo	16	500	3.2	67900	54.0
3057	468615	Asus	4	500	3.0	64900	37.0
3058	468709	Microsoft	4	1000	1.8	40900	10.0
3059	469034	Dell	16	500	2.5	76900	32.0
3060	469081	hp	16	2000	2.3	65900	37.0
3061	469150	Acer	8	500	1.8	39900	13.0
3062	469235	hp	16	1000	1.8	48900	20.0
3063	469331	hp	16	1000	2.3	57900	29.0
3064	469476	hp	4	2000	2.3	47900	19.0
3065	469491	MSI	4	1000	1.8	31900	2.0
3066	469649	Microsoft	4	1000	3.0	59900	29.0
3067	469878	Asus	16	2000	1.8	51900	24.0
3068	469941	Toshiba	4	500	3.0	54900	27.0
3069	469954	Dell	8	1000	2.5	67900	23.0
3070	470138	DELL	4	1000	3.2	83900	43.0
3071	470195	hp	16	2000	2.3	58900	30.0
3072	470359	Toshiba	16	1000	3.0	66900	39.0
3073	470440	Samsung	4	1000	2.5	46900	16.0
3074	470467	Toshiba	16	2000	3.2	91900	62.0
3075	470599	DELL	8	2000	3.0	86900	46.0
3076	470739	MSI	8	500	3.2	69900	39.0
3077	470977	Asus	4	1000	3.0	62900	35.0
3078	471673	HP	16	2000	3.0	80900	49.0
3079	471696	DELL	8	500	1.8	53900	13.0
3080	471738	Lenovo	8	2000	3.2	69900	56.0
3081	472089	hp	8	500	2.3	49900	21.0
3082	472199	Microsoft	8	1000	3.0	71900	41.0
3083	472223	Acer	8	2000	1.8	44900	18.0
3084	472237	DELL	8	2000	1.8	65900	25.0
3085	472947	Apple	16	1000	3.0	133900	39.0
3086	472980	asus	8	2000	2.5	63900	33.0
3087	473361	Toshiba	16	500	2.3	51900	24.0
3088	473384	Microsoft	8	500	2.3	45900	15.0
3089	473408	Apple	8	2000	3.0	140900	46.0
3090	473458	Lenovo	8	1000	2.3	39900	26.0
3091	473503	Lenovo	8	500	3.0	42900	29.0
3092	473581	hp	8	2000	2.5	62900	34.0
3093	473721	asus	4	2000	1.8	49900	19.0
3094	473774	Acer	16	500	1.8	40900	14.0
3095	474125	MSI	8	500	2.5	53900	23.0
3096	474182	hp	4	1000	2.3	46900	18.0
3097	474255	Acer	16	1000	1.8	50900	24.0
3098	474334	asus	4	1000	3.2	77900	47.0
3099	474461	Asus	16	500	2.5	65900	38.0
3100	474535	Apple	8	2000	3.2	148900	54.0
3101	474993	Microsoft	8	2000	2.3	58900	28.0
3102	475100	Asus	16	2000	3.0	78900	51.0
3103	475192	Asus	4	500	1.8	31900	5.0
3104	475817	asus	4	2000	3.0	64900	34.0
3105	475943	Acer	16	500	1.8	47900	21.0
3106	476106	Acer	4	1000	2.5	53900	27.0
3107	476312	Samsung	4	2000	3.0	74900	44.0
3108	476346	Lenovo	16	500	3.0	59900	46.0
3109	476411	Asus	16	2000	3.2	82900	55.0
3110	476710	HP	16	1000	3.2	79900	48.0
3111	477057	Acer	4	1000	2.3	47900	21.0
3112	477120	Dell	8	1000	2.3	73900	29.0
3113	477442	Acer	4	500	3.2	75900	49.0
3114	477454	Samsung	8	500	2.3	46900	16.0
3115	477597	Lenovo	8	1000	3.2	63900	50.0
3116	477980	Microsoft	4	500	1.8	40900	10.0
3117	478173	Apple	4	1000	1.8	99900	5.0
3118	478373	Acer	8	500	3.0	61900	35.0
3119	478462	hp	16	1000	1.8	52900	24.0
3120	478589	MSI	4	2000	1.8	47900	17.0
3121	478780	Apple	4	2000	2.5	122900	28.0
3122	478821	Microsoft	8	1000	3.0	69900	39.0
3123	478887	Asus	16	1000	2.3	56900	29.0
3124	478927	Acer	4	500	2.3	47900	21.0
3125	478975	Acer	16	1000	1.8	55900	29.0
3126	479236	MSI	8	500	2.3	43900	13.0
3127	479325	Dell	16	500	1.8	62900	18.0
3128	479691	Dell	8	2000	3.2	98900	54.0
3129	479751	Acer	8	500	3.0	63900	37.0
3130	479819	Acer	8	500	2.3	50900	24.0
3131	479824	Toshiba	4	500	1.8	26900	1.0
3132	479880	Microsoft	8	2000	1.8	49900	19.0
3133	480003	Dell	4	2000	1.8	64900	20.0
3134	480255	Apple	16	1000	2.3	123900	29.0
3135	480350	Microsoft	4	1000	1.8	39900	9.0
3136	480387	HP	4	2000	2.3	46900	15.0
3137	480701	Dell	8	1000	2.3	72900	28.0
3138	481099	Apple	16	1000	1.8	114900	20.0
3139	481339	Asus	4	1000	3.2	70900	43.0
3140	481377	Acer	16	2000	2.3	61900	35.0
3141	481380	Toshiba	8	2000	2.3	59900	32.0
3142	481699	Asus	16	1000	3.0	70900	43.0
3143	481896	Samsung	16	1000	3.2	85900	55.0
3144	482112	DELL	4	500	2.3	54900	14.0
3145	482145	HP	4	2000	3.0	60900	29.0
3146	482338	Toshiba	4	1000	2.5	51900	24.0
3147	482728	Toshiba	8	500	2.3	50900	23.0
3148	482756	Toshiba	16	2000	2.5	80900	53.0
3149	482787	Lenovo	4	500	3.0	37900	24.0
3150	482790	Asus	4	2000	3.0	69900	42.0
3151	482860	asus	16	500	2.3	48900	18.0
3152	482961	Lenovo	16	1000	2.3	41900	28.0
3153	483013	Asus	16	500	3.2	78900	51.0
3154	483042	hp	8	1000	1.8	40900	12.0
3155	483084	MSI	8	500	1.8	37900	7.0
3156	483181	Lenovo	4	1000	1.8	24900	11.0
3157	483234	hp	8	2000	3.2	84900	56.0
3158	483512	Lenovo	16	500	3.0	57900	44.0
3159	483759	Samsung	4	500	3.2	63900	33.0
3160	483941	Toshiba	16	2000	2.5	67900	40.0
3161	484229	Toshiba	16	500	2.3	49900	22.0
3162	484680	Asus	4	1000	3.0	61900	34.0
3163	484717	Samsung	8	2000	2.5	69900	39.0
3164	484888	DELL	16	500	3.0	82900	42.0
3165	485252	Apple	4	1000	3.0	123900	29.0
3166	485263	Dell	8	1000	3.2	95900	51.0
3167	485322	MSI	16	2000	2.3	61900	31.0
3168	485340	Samsung	4	1000	2.3	43900	13.0
3169	485442	HP	16	2000	3.2	87900	56.0
3170	485579	Asus	16	2000	2.5	70900	43.0
3171	486138	Dell	16	500	1.8	63900	19.0
3172	486308	hp	8	2000	3.2	81900	53.0
3173	486333	Apple	8	2000	3.2	143900	49.0
3174	486690	hp	8	1000	3.2	76900	48.0
3175	486870	Lenovo	8	2000	2.3	48900	35.0
3176	486913	DELL	16	2000	2.3	70900	30.0
3177	486954	hp	4	500	1.8	27900	1.0
3178	487095	HP	16	2000	2.3	68900	37.0
3179	487181	Dell	4	2000	2.5	75900	31.0
3180	487542	MSI	16	500	3.0	75900	45.0
3181	487853	Lenovo	4	2000	3.2	61900	48.0
3182	487948	Asus	4	500	3.0	60900	33.0
3183	488052	asus	8	1000	2.3	48900	18.0
3184	488288	Toshiba	4	500	3.2	68900	41.0
3185	488411	asus	8	500	3.0	65900	35.0
3186	488582	Acer	4	500	3.0	55900	29.0
3187	488599	DELL	4	2000	1.8	55900	15.0
3188	488670	Apple	16	2000	3.0	143900	49.0
3189	488670	Apple	16	2000	3.0	143900	49.0
3190	488693	MSI	8	1000	2.5	55900	25.0
3191	488730	Samsung	8	2000	3.0	78900	48.0
3192	488960	Microsoft	16	2000	1.8	58900	28.0
3193	489115	HP	16	1000	3.2	85900	54.0
3194	489164	Dell	8	1000	3.2	89900	45.0
3195	489380	asus	4	2000	1.8	41900	11.0
3196	489823	hp	16	2000	3.0	77900	49.0
3197	489823	hp	16	2000	3.0	77900	49.0
3198	490045	unknown	16	500	3.2	151900	45.0
3199	490100	unknown	16	2000	2.5	70900	26.0
3200	490108	Asus	8	1000	1.8	44900	17.0
3201	490535	hp	4	1000	3.2	74900	46.0
3202	490672	HP	4	1000	2.5	56900	25.0
3203	490862	Lenovo	8	500	3.0	46900	33.0
3204	490882	Asus	16	1000	2.5	67900	40.0
3205	491117	hp	8	2000	3.2	82900	54.0
3206	491268	hp	8	1000	3.0	68900	40.0
3207	491653	Apple	4	500	2.5	114900	20.0
3208	491915	Samsung	8	2000	2.3	56900	26.0
3209	492003	Dell	4	500	3.2	83900	39.0
3210	492044	HP	8	2000	2.3	55900	24.0
3211	492044	HP	8	2000	2.3	55900	24.0
3212	492060	Acer	4	500	1.8	30900	4.0
3213	492164	Lenovo	8	1000	2.3	28900	15.0
3214	492238	Toshiba	4	500	1.8	33900	6.0
3215	492521	Toshiba	16	2000	1.8	56900	29.0
3216	492633	Dell	8	2000	3.0	98900	54.0
3217	492678	Toshiba	8	2000	3.0	65900	38.0
3218	492716	DELL	4	500	1.8	41900	1.0
3219	492728	Apple	16	500	1.8	105900	11.0
3220	493184	Dell	4	500	2.3	56900	12.0
3221	493355	Acer	8	500	2.5	56900	30.0
3222	493630	Samsung	4	500	3.2	68900	38.0
3223	493720	Samsung	4	1000	1.8	38900	8.0
3224	494105	hp	16	500	3.2	79900	51.0
3225	494111	HP	8	2000	1.8	45900	14.0
3226	494194	HP	8	1000	2.3	45900	14.0
3227	494830	Lenovo	8	500	3.2	63900	50.0
3228	494842	Toshiba	4	1000	3.2	71900	44.0
3229	494895	asus	16	2000	3.0	73900	43.0
3230	495125	Lenovo	4	2000	3.2	68900	55.0
3231	495227	DELL	4	500	1.8	44900	4.0
3232	495396	hp	16	2000	3.2	89900	61.0
3233	495396	hp	16	2000	3.2	89900	61.0
3234	495536	Asus	8	2000	3.0	70900	43.0
3235	495685	Acer	4	1000	1.8	42900	16.0
3236	495868	MSI	8	1000	2.5	53900	23.0
3237	496407	DELL	8	2000	2.3	71900	31.0
3238	496597	Lenovo	4	2000	3.2	63900	50.0
3239	496635	Toshiba	4	500	2.5	52900	25.0
3240	496656	Asus	4	1000	2.3	42900	15.0
3241	496767	MSI	4	2000	2.3	49900	19.0
3242	497136	hp	4	1000	3.2	73900	45.0
3243	497254	Dell	16	2000	3.0	101900	57.0
3244	497261	Acer	8	500	1.8	42900	16.0
3245	497362	MSI	8	2000	3.0	72900	42.0
3246	497629	MSI	4	2000	3.2	76900	46.0
3247	497832	Lenovo	8	2000	1.8	35900	22.0
3248	497933	Lenovo	4	2000	3.0	51900	38.0
3249	497960	HP	16	2000	2.3	62900	31.0
3250	497962	asus	4	1000	3.2	75900	45.0
3251	498013	Apple	16	2000	3.0	141900	47.0
3252	498178	DELL	16	2000	2.3	79900	39.0
3253	498341	Asus	16	500	2.3	47900	20.0
3254	498749	Microsoft	8	2000	1.8	48900	18.0
3255	498763	asus	4	1000	3.2	70900	40.0
3256	498957	Dell	8	1000	2.3	66900	22.0
3257	499123	MSI	16	1000	3.2	84900	54.0
3258	499811	Toshiba	8	2000	1.8	47900	20.0
3259	500143	Samsung	4	1000	2.5	56900	26.0
3260	500143	Samsung	4	1000	2.5	56900	26.0
3261	500274	asus	4	500	3.0	58900	28.0
3262	500294	MSI	8	2000	2.3	55900	25.0
3263	500447	Dell	8	500	3.0	76900	32.0
3264	500523	Dell	4	2000	2.3	65900	21.0
3265	500688	Samsung	8	2000	3.2	75900	45.0
3266	500813	Asus	16	2000	3.0	82900	55.0
3267	500986	Dell	16	2000	2.3	82900	38.0
3268	500994	Toshiba	8	1000	2.3	58900	31.0
3269	501191	Lenovo	4	500	2.3	26900	13.0
3270	501307	Toshiba	16	2000	2.3	56900	29.0
3271	501414	asus	8	1000	1.8	47900	17.0
3272	501685	asus	8	500	2.3	51900	21.0
3273	501811	HP	16	500	3.0	66900	35.0
3274	501956	Samsung	8	2000	3.2	89900	58.0
3275	501966	DELL	8	1000	3.2	90900	50.0
3276	502154	unknown	8	2000	3.2	86900	36.0
3277	502335	Toshiba	8	500	3.2	80900	53.0
3278	502463	Acer	16	2000	3.0	79900	53.0
3279	502574	Samsung	16	2000	2.3	67900	37.0
3280	502591	Samsung	16	1000	3.0	79900	49.0
3281	502964	Lenovo	16	1000	3.2	64900	51.0
3282	503706	Acer	8	1000	3.2	81900	55.0
3283	503716	asus	16	1000	2.5	69900	39.0
3284	503806	DELL	16	2000	3.0	92900	52.0
3285	504049	Microsoft	16	2000	3.2	92900	61.0
3286	504257	asus	16	2000	3.0	79900	49.0
3287	504472	HP	4	500	2.5	48900	17.0
3288	504851	Apple	4	500	3.2	131900	37.0
3289	505209	Lenovo	8	500	2.3	28900	15.0
3290	505252	asus	4	500	3.0	53900	23.0
3291	505329	DELL	16	1000	3.2	101900	61.0
3292	505614	DELL	8	2000	1.8	68900	28.0
3293	505718	Toshiba	8	500	2.5	56900	29.0
3294	506078	MSI	8	1000	2.3	43900	13.0
3295	506171	DELL	16	2000	3.2	102900	62.0
3296	506230	Asus	16	2000	3.0	72900	45.0
3297	506490	Toshiba	8	1000	2.5	59900	32.0
3298	506502	hp	16	500	2.3	50900	22.0
3299	506617	Microsoft	16	500	3.2	81900	51.0
3300	506816	Asus	16	500	1.8	56900	29.0
3301	506847	Asus	16	2000	2.3	67900	40.0
3302	506880	MSI	4	500	2.5	51900	21.0
3303	506917	Lenovo	4	2000	2.5	43900	30.0
3304	506982	Asus	4	500	2.3	39900	12.0
3305	507299	Acer	8	500	2.3	47900	21.0
3306	507424	Microsoft	8	2000	2.3	56900	26.0
3307	507460	Microsoft	16	2000	2.3	60900	30.0
3308	507499	asus	8	1000	2.3	47900	17.0
3309	507907	asus	16	1000	2.3	58900	28.0
3310	508113	DELL	4	1000	3.0	75900	35.0
3311	508159	Microsoft	8	2000	1.8	49900	19.0
3312	508338	Apple	4	1000	2.5	115900	21.0
3313	508468	Toshiba	4	1000	1.8	39900	12.0
3314	508747	hp	4	500	1.8	33900	5.0
3315	508972	Apple	16	2000	1.8	128900	34.0
3316	509122	Microsoft	8	2000	2.5	65900	35.0
3317	509158	Dell	8	500	2.5	77900	33.0
3318	509366	Lenovo	4	500	2.5	34900	21.0
3319	509440	Asus	4	1000	2.5	50900	23.0
3320	509651	Asus	4	500	1.8	31900	5.0
3321	509999	Samsung	8	2000	1.8	52900	22.0
3322	510026	Apple	8	500	3.0	128900	34.0
3323	510122	MSI	8	500	2.3	51900	21.0
3324	510288	Samsung	8	2000	3.0	79900	49.0
3325	510378	Samsung	4	1000	2.3	51900	21.0
3326	510555	Lenovo	4	2000	1.8	28900	15.0
3327	510726	Lenovo	8	2000	2.3	41900	28.0
3328	510952	asus	8	1000	1.8	45900	15.0
3329	511276	DELL	16	2000	3.0	81900	41.0
3330	511304	DELL	8	1000	2.3	69900	29.0
3331	511554	Lenovo	16	1000	2.5	58900	45.0
3332	511570	Asus	16	1000	2.3	56900	29.0
3333	511589	HP	8	500	2.3	45900	14.0
3334	511636	Samsung	16	500	2.5	73900	43.0
3335	511653	hp	8	500	2.3	42900	14.0
3336	511693	Lenovo	4	500	3.0	46900	33.0
3337	511922	DELL	4	500	1.8	48900	8.0
3338	511926	Apple	8	500	2.3	111900	17.0
3339	512450	Asus	16	500	3.2	83900	56.0
3340	512621	Asus	4	2000	3.2	80900	53.0
3341	512636	Toshiba	4	2000	1.8	42900	15.0
3342	512860	Microsoft	16	2000	3.2	84900	54.0
3343	512893	asus	16	2000	2.5	69900	39.0
3344	512946	Lenovo	16	2000	2.5	46900	33.0
3345	512996	MSI	16	1000	2.3	54900	24.0
3346	513280	asus	4	1000	2.5	51900	21.0
3347	513376	MSI	4	2000	1.8	50900	20.0
3348	513419	Samsung	8	1000	3.0	65900	35.0
3349	513524	Apple	4	1000	3.0	128900	34.0
3350	513578	asus	4	2000	2.5	53900	23.0
3351	513642	Dell	8	500	3.2	77900	33.0
3352	513896	Acer	4	500	2.5	51900	25.0
3353	514137	Apple	8	1000	2.3	115900	21.0
3354	514402	Dell	8	1000	1.8	61900	17.0
3355	514486	Samsung	8	2000	1.8	53900	23.0
3356	514569	Samsung	8	1000	2.5	55900	25.0
3357	514671	Toshiba	4	500	3.0	54900	27.0
3358	514729	Toshiba	4	2000	2.3	55900	28.0
3359	514743	Samsung	16	2000	2.5	70900	40.0
3360	515129	Asus	16	500	2.3	53900	26.0
3361	515269	asus	16	2000	2.3	62900	32.0
3362	515420	Dell	8	2000	2.3	73900	29.0
3363	515485	hp	8	1000	2.5	56900	28.0
3364	515550	Apple	4	2000	1.8	107900	13.0
3365	515581	MSI	4	1000	2.3	43900	13.0
3366	515891	Microsoft	8	2000	1.8	41900	11.0
3367	516004	Samsung	4	500	3.0	58900	28.0
3368	516186	Samsung	4	500	2.5	48900	18.0
3369	516325	DELL	8	500	2.5	69900	29.0
3370	516389	Asus	4	1000	2.3	44900	17.0
3371	516782	MSI	16	500	3.2	81900	51.0
3372	516798	Samsung	4	500	3.0	57900	27.0
3373	517260	Acer	4	2000	3.2	79900	53.0
3374	517296	asus	8	500	2.3	45900	15.0
3375	517444	Asus	4	2000	2.5	55900	28.0
3376	517528	Asus	4	500	3.0	56900	29.0
3377	517556	HP	4	2000	1.8	40900	9.0
3378	517721	Microsoft	4	2000	2.3	51900	21.0
3379	517829	hp	16	2000	1.8	57900	29.0
3380	517890	Apple	4	1000	1.8	95900	3.0
3381	517891	Samsung	8	500	3.2	73900	43.0
3382	518090	MSI	8	2000	2.5	70900	40.0
3383	518268	Samsung	4	1000	3.0	66900	36.0
3384	518396	asus	16	2000	3.0	82900	52.0
3385	518560	Microsoft	4	1000	2.3	44900	14.0
3386	518711	MSI	8	1000	1.8	50900	20.0
3387	519120	Acer	8	500	2.3	45900	19.0
3388	519401	DELL	4	500	3.0	71900	31.0
3389	519910	DELL	16	2000	2.5	88900	48.0
3390	520054	HP	8	500	3.2	71900	40.0
3391	520058	Toshiba	8	1000	1.8	49900	22.0
3392	520058	Toshiba	8	1000	1.8	49900	22.0
3393	520059	Samsung	4	1000	1.8	38900	8.0
3394	520226	asus	16	1000	3.0	79900	49.0
3395	520274	Acer	4	500	2.3	33900	7.0
3396	520505	Lenovo	4	500	2.5	38900	25.0
3397	520680	Lenovo	8	2000	1.8	29900	16.0
3398	520844	Dell	16	1000	3.2	97900	53.0
3399	520883	Samsung	8	2000	1.8	50900	20.0
3400	520988	Lenovo	4	500	3.2	56900	43.0
3401	521207	Lenovo	16	500	3.0	57900	44.0
3402	521276	Microsoft	8	2000	2.3	61900	31.0
3403	521302	Lenovo	4	2000	1.8	25900	12.0
3404	521354	Toshiba	4	2000	3.2	71900	44.0
3405	521412	Dell	16	2000	3.0	96900	52.0
3406	521515	Dell	16	500	3.2	97900	53.0
3407	521575	Microsoft	4	2000	1.8	45900	15.0
3408	521859	DELL	4	1000	2.3	60900	20.0
3409	521956	HP	4	2000	2.3	47900	16.0
3410	522042	Lenovo	16	2000	2.3	44900	31.0
3411	522268	HP	16	500	2.5	63900	32.0
3412	522633	Asus	16	1000	1.8	45900	18.0
3413	522653	Microsoft	4	2000	3.2	77900	47.0
3414	522824	Acer	8	500	2.3	45900	19.0
3415	522838	Microsoft	4	500	2.3	43900	13.0
3416	522914	Asus	16	2000	2.3	67900	40.0
3417	522932	Apple	8	500	3.2	137900	43.0
3418	523023	Microsoft	16	500	3.0	69900	39.0
3419	523056	hp	4	1000	2.5	45900	17.0
3420	523280	asus	8	1000	1.8	36900	6.0
3421	523471	DELL	16	2000	2.5	83900	43.0
3422	523714	Apple	8	1000	3.0	135900	41.0
3423	523726	Toshiba	16	1000	2.5	63900	36.0
3424	524188	MSI	8	2000	2.3	56900	26.0
3425	524201	Acer	8	500	2.3	49900	23.0
3426	524257	Acer	16	500	1.8	48900	22.0
3427	524318	MSI	4	500	3.0	61900	31.0
3428	524395	unknown	16	500	3.2	80900	31.0
3429	524582	Lenovo	4	1000	2.3	32900	19.0
3430	524729	Acer	4	500	2.3	38900	12.0
3431	524736	Toshiba	8	2000	3.0	71900	44.0
3432	524817	Dell	8	500	3.2	94900	50.0
3433	524831	Dell	16	500	2.3	62900	18.0
3434	525237	Asus	4	1000	3.2	76900	49.0
3435	525317	Microsoft	16	1000	1.8	48900	18.0
3436	525389	Dell	16	500	2.3	70900	26.0
3437	525449	asus	4	1000	1.8	31900	2.0
3438	525488	HP	8	500	2.3	47900	16.0
3439	525517	Lenovo	8	500	1.8	25900	12.0
3440	525521	Apple	8	2000	2.3	118900	24.0
3441	525629	Acer	4	500	2.3	37900	11.0
3442	525635	Acer	8	1000	3.0	62900	36.0
3443	525742	Apple	4	2000	3.2	129900	35.0
3444	525974	asus	4	2000	3.0	65900	35.0
3445	526073	Lenovo	16	1000	2.5	48900	35.0
3446	526374	DELL	8	2000	1.8	54900	14.0
3447	526393	DELL	8	2000	2.3	67900	27.0
3448	526421	Toshiba	4	2000	3.2	76900	49.0
3449	526774	Toshiba	8	1000	3.2	82900	55.0
3450	527267	Samsung	16	1000	2.5	61900	31.0
3451	527379	Acer	8	2000	3.2	81900	55.0
3452	527390	HP	8	1000	3.0	73900	42.0
3453	527486	Apple	4	1000	3.0	110900	16.0
3454	527493	Lenovo	16	2000	3.2	72900	59.0
3455	528186	MSI	8	500	2.5	60900	30.0
3456	528244	Apple	8	500	3.0	125900	31.0
3457	528703	Toshiba	8	1000	2.5	59900	32.0
3458	528774	Lenovo	8	2000	3.2	64900	51.0
3459	528868	Apple	4	500	1.8	91900	1.0
3460	528977	Samsung	8	2000	3.0	76900	46.0
3461	529116	MSI	4	1000	1.8	40900	10.0
3462	529230	MSI	4	1000	2.5	53900	23.0
3463	529343	HP	4	500	3.0	62900	31.0
3464	529426	Lenovo	16	500	2.5	48900	35.0
3465	529558	DELL	8	1000	1.8	45900	5.0
3466	529780	Samsung	4	1000	2.3	42900	12.0
3467	529963	Toshiba	4	500	2.5	46900	19.0
3468	530216	hp	4	2000	2.3	55900	27.0
3469	530218	HP	8	500	1.8	38900	7.0
3470	530330	Dell	8	500	3.2	92900	48.0
3471	530581	HP	8	2000	1.8	48900	17.0
3472	530694	Asus	4	2000	2.3	47900	20.0
3473	530758	Dell	4	2000	3.0	86900	42.0
3474	531121	Microsoft	8	500	3.0	64900	34.0
3475	531300	Samsung	4	1000	3.0	62900	32.0
3476	531543	Samsung	16	1000	1.8	47900	17.0
3477	532136	Asus	16	500	3.0	71900	44.0
3478	532262	asus	8	1000	3.0	63900	33.0
3479	532454	Samsung	4	1000	1.8	37900	7.0
3480	532478	Dell	4	1000	3.0	75900	31.0
3481	532769	asus	8	2000	3.2	88900	58.0
3482	532787	HP	4	1000	2.3	41900	10.0
3483	532836	MSI	4	2000	2.3	48900	18.0
3484	533084	Asus	4	1000	1.8	41900	14.0
3485	533575	HP	8	500	2.5	54900	23.0
3486	533667	HP	4	500	1.8	36900	5.0
3487	533826	HP	16	2000	2.3	61900	30.0
3488	534186	Apple	8	1000	1.8	114900	20.0
