	productid	brand	RAM_GB	HDD_GB	GHz	price	MEDIAN
3432	524817	Dell	8	500	3.2	94900	2.5
3433	524831	Dell	16	500	2.3	62900	2.5
3434	525237	Asus	4	1000	3.2	76900	2.5
3435	525317	Microsoft	16	1000	1.8	48900	2.5
3436	525389	Dell	16	500	2.3	70900	2.5
3437	525449	asus	4	1000	1.8	31900	2.5
3438	525488	HP	8	500	2.3	47900	2.5
3439	525517	Lenovo	8	500	1.8	25900	2.5
3440	525521	Apple	8	2000	2.3	118900	2.5
3441	525629	Acer	4	500	2.3	37900	2.5
3442	525635	Acer	8	1000	3.0	62900	2.5
3443	525742	Apple	4	2000	3.2	129900	2.5
3444	525974	asus	4	2000	3.0	65900	2.5
3445	526073	Lenovo	16	1000	2.5	48900	2.5
3446	526374	DELL	8	2000	1.8	54900	2.5
3447	526393	DELL	8	2000	2.3	67900	2.5
3448	526421	Toshiba	4	2000	3.2	76900	2.5
3449	526774	Toshiba	8	1000	3.2	82900	2.5
3450	527267	Samsung	16	1000	2.5	61900	2.5
3451	527379	Acer	8	2000	3.2	81900	2.5
3452	527390	HP	8	1000	3.0	73900	2.5
3453	527486	Apple	4	1000	3.0	110900	2.5
3454	527493	Lenovo	16	2000	3.2	72900	2.5
3455	528186	MSI	8	500	2.5	60900	2.5
3456	528244	Apple	8	500	3.0	125900	2.5
3457	528703	Toshiba	8	1000	2.5	59900	2.5
3458	528774	Lenovo	8	2000	3.2	64900	2.5
3459	528868	Apple	4	500	1.8	91900	2.5
3460	528977	Samsung	8	2000	3.0	76900	2.5
3461	529116	MSI	4	1000	1.8	40900	2.5
3462	529230	MSI	4	1000	2.5	53900	2.5
3463	529343	HP	4	500	3.0	62900	2.5
3464	529426	Lenovo	16	500	2.5	48900	2.5
3465	529558	DELL	8	1000	1.8	45900	2.5
3466	529780	Samsung	4	1000	2.3	42900	2.5
3467	529963	Toshiba	4	500	2.5	46900	2.5
3468	530216	hp	4	2000	2.3	55900	2.5
3469	530218	HP	8	500	1.8	38900	2.5
3470	530330	Dell	8	500	3.2	92900	2.5
3471	530581	HP	8	2000	1.8	48900	2.5
3472	530694	Asus	4	2000	2.3	47900	2.5
3473	530758	Dell	4	2000	3.0	86900	2.5
3474	531121	Microsoft	8	500	3.0	64900	2.5
3475	531300	Samsung	4	1000	3.0	62900	2.5
3476	531543	Samsung	16	1000	1.8	47900	2.5
3477	532136	Asus	16	500	3.0	71900	2.5
3478	532262	asus	8	1000	3.0	63900	2.5
3479	532454	Samsung	4	1000	1.8	37900	2.5
3480	532478	Dell	4	1000	3.0	75900	2.5
3481	532769	asus	8	2000	3.2	88900	2.5
3482	532787	HP	4	1000	2.3	41900	2.5
3483	532836	MSI	4	2000	2.3	48900	2.5
3484	533084	Asus	4	1000	1.8	41900	2.5
3485	533575	HP	8	500	2.5	54900	2.5
3486	533667	HP	4	500	1.8	36900	2.5
3487	533826	HP	16	2000	2.3	61900	2.5
3488	534186	Apple	8	1000	1.8	114900	2.5
3489	534859	MSI	16	2000	3.0	80900	2.5
3490	534976	hp	4	1000	2.3	46900	2.5
3491	535483	Lenovo	8	500	2.3	31900	2.5
3492	535579	Microsoft	8	2000	1.8	44900	2.5
3493	535651	asus	8	2000	3.2	84900	2.5
3494	535720	Asus	8	1000	2.3	50900	2.5
3495	535779	Dell	8	500	2.5	71900	2.5
3496	535804	Samsung	4	500	3.2	71900	2.5
3497	535837	Microsoft	16	1000	3.0	71900	2.5
3498	535891	Samsung	4	500	1.8	31900	2.5
3499	535938	asus	4	2000	2.5	55900	2.5
3500	535970	Samsung	8	500	2.5	54900	2.5
3501	536082	MSI	4	500	1.8	35900	2.5
3502	536141	Samsung	4	500	2.3	44900	2.5
3503	536230	Lenovo	4	500	3.0	51900	2.5
3504	536613	Microsoft	8	500	2.5	59900	2.5
3505	536687	Toshiba	4	2000	3.2	76900	2.5
3506	536818	Acer	4	1000	1.8	34900	2.5
3507	536960	Microsoft	4	500	2.5	50900	2.5
3508	537010	Asus	8	2000	2.3	50900	2.5
3509	537439	DELL	8	2000	1.8	63900	2.5
3510	537465	Asus	8	2000	3.2	81900	2.5
3511	537525	MSI	8	500	3.0	57900	2.5
3512	537667	DELL	4	500	3.0	76900	2.5
3513	537814	HP	16	500	2.3	53900	2.5
3514	537999	Toshiba	8	2000	3.2	83900	2.5
3515	538040	Microsoft	8	500	3.0	66900	2.5
3516	538742	HP	16	500	2.3	52900	2.5
3517	538760	Dell	4	2000	2.3	69900	2.5
3518	538795	DELL	8	2000	3.0	83900	2.5
3519	539522	MSI	8	500	2.5	58900	2.5
3520	539685	DELL	4	2000	1.8	57900	2.5
3521	539858	hp	4	500	3.0	57900	2.5
3522	539972	asus	4	1000	3.0	59900	2.5
3523	540034	Dell	4	500	1.8	52900	2.5
3524	540055	Microsoft	4	2000	1.8	41900	2.5
3525	540060	hp	8	1000	3.2	80900	2.5
3526	540437	hp	8	500	3.0	64900	2.5
3527	540636	Microsoft	8	2000	2.5	64900	2.5
3528	540977	Microsoft	4	1000	3.2	75900	2.5
3529	541434	Asus	4	1000	2.3	50900	2.5
3530	541449	Toshiba	16	2000	3.0	76900	2.5
3531	541561	Microsoft	4	1000	2.3	42900	2.5
3532	541663	MSI	16	500	1.8	48900	2.5
3533	541682	MSI	4	1000	1.8	37900	2.5
3534	541816	Lenovo	4	500	2.5	37900	2.5
3535	541900	Asus	4	500	3.2	62900	2.5
3536	542611	hp	16	2000	1.8	57900	2.5
3537	542717	Toshiba	16	2000	2.5	70900	2.5
3538	542717	Toshiba	16	2000	2.5	70900	2.5
3539	542858	Lenovo	4	2000	3.0	50900	2.5
3540	543118	MSI	8	2000	2.5	64900	2.5
3541	543173	hp	8	2000	3.0	76900	2.5
3542	543553	hp	4	2000	3.2	73900	2.5
3543	543673	hp	16	1000	1.8	48900	2.5
3544	543710	Microsoft	8	500	2.5	54900	2.5
3545	543923	Acer	8	500	1.8	44900	2.5
3546	544005	Apple	16	2000	3.2	144900	2.5
3547	544056	Acer	16	2000	3.2	86900	2.5
3548	544325	Toshiba	16	500	2.3	48900	2.5
3549	544349	Samsung	4	2000	3.2	81900	2.5
3550	544469	Acer	16	1000	2.3	58900	2.5
3551	545098	Acer	8	500	2.3	42900	2.5
3552	545406	asus	8	1000	2.3	43900	2.5
3553	545409	DELL	4	500	3.2	84900	2.5
3554	545636	HP	8	2000	3.2	80900	2.5
3555	545687	HP	8	500	3.0	68900	2.5
3556	545741	DELL	16	1000	2.5	72900	2.5
3557	545853	Acer	4	500	2.5	50900	2.5
3558	545988	asus	16	1000	3.0	76900	2.5
3559	546038	Apple	8	500	3.0	130900	2.5
3560	546086	Asus	8	2000	2.5	61900	2.5
3561	546384	HP	4	500	3.2	67900	2.5
3562	546602	Toshiba	16	500	1.8	51900	2.5
3563	546685	Lenovo	4	500	1.8	25900	2.5
3564	546744	HP	8	1000	3.0	76900	2.5
3565	546760	MSI	4	1000	2.5	53900	2.5
3566	546935	Samsung	4	500	1.8	33900	2.5
3567	547231	Asus	4	1000	2.5	50900	2.5
3568	547455	Asus	8	500	2.5	60900	2.5
3569	547506	HP	8	500	3.0	68900	2.5
3570	547580	Apple	8	1000	1.8	117900	2.5
3571	547782	Samsung	8	2000	3.2	78900	2.5
3572	547935	Microsoft	4	500	2.5	44900	2.5
3573	548005	Toshiba	16	500	1.8	47900	2.5
3574	548008	Toshiba	8	500	1.8	34900	2.5
3575	548008	Toshiba	8	500	1.8	34900	2.5
3576	548025	Apple	16	1000	3.0	145900	2.5
3577	548285	MSI	4	1000	2.3	47900	2.5
3578	548306	DELL	4	1000	3.2	93900	2.5
3579	548333	unknown	8	1000	2.5	61900	2.5
3580	548363	Dell	8	2000	3.2	97900	2.5
3581	548403	Samsung	16	1000	1.8	53900	2.5
3582	548493	hp	4	1000	2.3	47900	2.5
3583	548531	Samsung	8	1000	2.3	49900	2.5
3584	548638	Microsoft	8	500	2.3	56900	2.5
3585	548834	Lenovo	8	2000	1.8	35900	2.5
3586	548966	Asus	8	2000	3.0	70900	2.5
3587	548984	DELL	4	1000	3.2	92900	2.5
3588	549037	MSI	4	500	2.3	43900	2.5
3589	549088	Samsung	4	500	1.8	34900	2.5
3590	549111	Samsung	16	500	2.3	56900	2.5
3591	549163	Toshiba	8	1000	2.3	50900	2.5
3592	549338	Toshiba	4	2000	1.8	35900	2.5
3593	549355	Acer	8	500	1.8	33900	2.5
3594	550127	Dell	4	2000	3.2	88900	2.5
3595	550292	Samsung	8	2000	1.8	47900	2.5
3596	550395	Apple	16	2000	2.3	123900	2.5
3597	550496	Apple	8	2000	3.2	153900	2.5
3598	550946	Dell	16	1000	2.5	78900	2.5
3599	551195	DELL	16	1000	3.2	91900	2.5
3600	551363	Apple	8	1000	2.3	125900	2.5
3601	551499	DELL	16	1000	1.8	66900	2.5
3602	551952	hp	4	2000	2.3	46900	2.5
3603	552046	Lenovo	4	1000	1.8	22900	2.5
3604	552106	Microsoft	16	500	3.0	72900	2.5
3605	552286	Samsung	16	1000	2.5	70900	2.5
3606	552627	Lenovo	8	1000	2.3	39900	2.5
3607	552710	MSI	16	1000	2.3	61900	2.5
3608	552713	Acer	8	500	2.3	47900	2.5
3609	552783	Acer	8	500	3.2	70900	2.5
3610	552957	Apple	16	500	1.8	119900	2.5
3611	552969	Lenovo	16	2000	3.2	69900	2.5
3612	553088	MSI	4	1000	2.5	47900	2.5
3613	553150	MSI	8	1000	2.5	59900	2.5
3614	553230	Microsoft	8	500	3.2	79900	2.5
3615	553303	Asus	8	500	3.2	71900	2.5
3616	553562	asus	16	1000	1.8	47900	2.5
3617	553724	HP	16	1000	2.5	63900	2.5
3618	553938	Samsung	4	2000	3.2	74900	2.5
3619	554107	Lenovo	4	1000	3.2	56900	2.5
3620	554354	asus	16	2000	1.8	52900	2.5
3621	554487	Asus	8	1000	2.5	58900	2.5
3622	554537	Samsung	16	1000	2.3	61900	2.5
3623	555020	Apple	16	1000	2.3	116900	2.5
3624	555241	Dell	8	2000	2.3	69900	2.5
3625	555279	Dell	4	2000	1.8	57900	2.5
3626	555281	Acer	8	2000	2.5	64900	2.5
3627	555325	DELL	8	500	3.0	74900	2.5
3628	555369	Dell	4	1000	2.5	68900	2.5
3629	555414	Lenovo	4	500	3.0	39900	2.5
3630	555570	Toshiba	4	2000	2.3	49900	2.5
3631	555635	Apple	8	2000	2.3	123900	2.5
3632	555726	Lenovo	8	500	2.3	37900	2.5
3633	555946	Toshiba	4	1000	2.5	55900	2.5
3634	556044	Apple	4	2000	2.3	109900	2.5
3635	556099	asus	4	500	3.2	64900	2.5
3636	556210	Asus	16	2000	1.8	52900	2.5
3637	556269	Samsung	4	1000	2.5	50900	2.5
3638	556364	Acer	16	500	3.0	62900	2.5
3639	556406	Dell	16	1000	1.8	63900	2.5
3640	556622	Asus	8	1000	2.5	57900	2.5
3641	556798	Asus	4	1000	3.0	59900	2.5
3642	556957	Asus	8	2000	1.8	49900	2.5
3643	557324	Acer	8	1000	2.5	55900	2.5
3644	557333	Apple	4	1000	3.0	115900	2.5
3645	558050	Dell	4	1000	3.2	92900	2.5
3646	558124	asus	4	2000	2.5	55900	2.5
3647	558260	DELL	4	1000	3.0	79900	2.5
3648	558277	hp	4	500	1.8	35900	2.5
3649	558473	Microsoft	8	2000	1.8	50900	2.5
3650	558483	hp	4	1000	3.2	74900	2.5
3651	558531	Toshiba	8	500	2.5	50900	2.5
3652	558702	asus	16	500	3.0	75900	2.5
3653	558782	Microsoft	4	2000	3.2	74900	2.5
3654	558896	Dell	8	2000	3.2	100900	2.5
3655	558983	Toshiba	8	1000	2.3	56900	2.5
3656	559346	Microsoft	4	1000	2.3	41900	2.5
3657	559346	Microsoft	4	1000	2.3	41900	2.5
3658	559509	Samsung	16	500	2.5	57900	2.5
3659	559517	asus	8	1000	2.5	62900	2.5
3660	559719	HP	16	2000	2.3	63900	2.5
3661	560106	DELL	8	1000	2.5	71900	2.5
3662	560194	Acer	4	500	1.8	37900	2.5
3663	560376	Apple	16	500	3.0	128900	2.5
3664	560611	HP	16	500	1.8	40900	2.5
3665	560723	Apple	8	500	1.8	103900	2.5
3666	560872	Apple	16	1000	2.5	134900	2.5
3667	560986	Microsoft	4	500	3.0	60900	2.5
3668	561010	DELL	8	2000	3.0	92900	2.5
3669	561028	Dell	4	2000	2.5	71900	2.5
3670	561058	asus	16	500	3.0	73900	2.5
3671	561171	asus	16	2000	1.8	53900	2.5
3672	561198	hp	16	2000	1.8	63900	2.5
3673	561301	asus	4	1000	1.8	31900	2.5
3674	561321	Samsung	16	2000	3.2	86900	2.5
3675	561563	asus	8	500	2.3	45900	2.5
3676	561941	asus	8	500	2.3	46900	2.5
3677	562032	HP	4	2000	3.0	75900	2.5
3678	562106	Samsung	16	1000	1.8	51900	2.5
3679	562106	Samsung	16	1000	1.8	51900	2.5
3680	562247	MSI	4	1000	2.5	47900	2.5
3681	562407	HP	8	500	1.8	42900	2.5
3682	562523	Apple	8	2000	3.0	142900	2.5
3683	562670	Acer	8	500	3.0	61900	2.5
3684	562680	hp	8	500	3.2	73900	2.5
3685	562705	Dell	4	1000	2.3	62900	2.5
3686	562773	Asus	16	1000	2.5	58900	2.5
3687	563044	Apple	16	1000	3.0	137900	2.5
3688	563074	Apple	16	500	3.0	134900	2.5
3689	563199	MSI	8	2000	2.5	59900	2.5
3690	563207	Lenovo	16	2000	1.8	35900	2.5
3691	563717	Samsung	4	1000	3.2	70900	2.5
3692	563720	Acer	16	1000	2.3	51900	2.5
3693	563913	Apple	4	2000	2.3	115900	2.5
3694	564023	hp	8	1000	1.8	36900	2.5
3695	564502	Acer	8	1000	3.2	72900	2.5
3696	564891	Acer	4	500	1.8	36900	2.5
3697	565266	Microsoft	4	500	2.5	48900	2.5
3698	565321	Samsung	4	2000	2.5	61900	2.5
3699	565559	Asus	16	2000	3.2	94900	2.5
3700	565603	Acer	4	2000	3.0	67900	2.5
3701	565803	Dell	4	500	2.5	66900	2.5
3702	566170	MSI	16	2000	2.3	58900	2.5
3703	566565	Acer	4	1000	2.3	49900	2.5
3704	566809	asus	16	500	1.8	43900	2.5
3705	566893	Acer	16	500	3.0	73900	2.5
3706	566898	Apple	16	1000	2.5	125900	2.5
3707	566922	MSI	8	1000	2.3	47900	2.5
3708	566924	hp	16	500	3.2	72900	2.5
3709	566967	asus	8	500	1.8	45900	2.5
3710	567390	asus	16	2000	2.5	72900	2.5
3711	567733	DELL	16	1000	3.2	97900	2.5
3712	567787	asus	4	1000	3.2	69900	2.5
3713	567861	Lenovo	16	1000	2.3	45900	2.5
3714	567986	HP	4	2000	3.0	68900	2.5
3715	568143	MSI	4	1000	2.5	55900	2.5
3716	568283	Acer	16	1000	1.8	51900	2.5
3717	568566	Lenovo	16	1000	1.8	37900	2.5
3718	568584	Acer	4	2000	3.0	67900	2.5
3719	568590	MSI	8	1000	1.8	45900	2.5
3720	569089	Lenovo	8	500	3.2	58900	2.5
3721	569445	Asus	16	1000	2.3	59900	2.5
3722	569625	Toshiba	16	2000	3.0	85900	2.5
3723	569869	Toshiba	16	2000	2.3	64900	2.5
3724	569914	Apple	16	2000	2.3	130900	2.5
3725	569980	DELL	8	1000	1.8	54900	2.5
3726	570048	Acer	8	500	2.3	52900	2.5
3727	570344	DELL	16	2000	1.8	71900	2.5
3728	570365	Microsoft	4	500	3.2	67900	2.5
3729	570416	Toshiba	16	1000	3.2	81900	2.5
3730	570484	Apple	4	500	2.5	118900	2.5
3731	570593	Acer	4	1000	3.0	64900	2.5
3732	570830	asus	16	2000	1.8	53900	2.5
3733	570851	Toshiba	16	500	3.2	79900	2.5
3734	571111	hp	16	1000	1.8	47900	2.5
3735	571390	Lenovo	16	500	3.0	56900	2.5
3736	571915	hp	8	500	2.5	52900	2.5
3737	571982	Microsoft	8	2000	2.3	59900	2.5
3738	572213	Lenovo	16	1000	3.2	67900	2.5
3739	572266	asus	8	500	1.8	42900	2.5
3740	572322	Asus	8	2000	3.2	80900	2.5
3741	572491	Microsoft	16	1000	2.5	64900	2.5
3742	572579	Acer	4	1000	2.3	41900	2.5
3743	572625	MSI	8	1000	2.3	50900	2.5
3744	572696	HP	8	2000	3.2	83900	2.5
3745	572733	Acer	4	2000	2.3	50900	2.5
3746	572784	MSI	8	2000	2.3	49900	2.5
3747	572963	Apple	16	1000	1.8	108900	2.5
3748	572998	Samsung	4	2000	2.3	49900	2.5
3749	573002	hp	4	1000	2.3	51900	2.5
3750	573262	Lenovo	4	500	3.0	47900	2.5
3751	573477	Dell	4	500	3.0	71900	2.5
3752	573931	Samsung	16	2000	3.0	77900	2.5
3753	573987	Acer	4	1000	3.0	67900	2.5
3754	574038	Lenovo	8	1000	1.8	36900	2.5
3755	574166	Toshiba	16	1000	1.8	49900	2.5
3756	574572	Acer	8	2000	2.3	53900	2.5
3757	574622	asus	16	1000	2.3	68900	2.5
3758	574701	HP	16	1000	3.2	81900	2.5
3759	574818	MSI	4	1000	2.3	41900	2.5
3760	574940	asus	16	1000	3.0	77900	2.5
3761	574958	Apple	4	2000	3.0	134900	2.5
3762	575266	Microsoft	16	500	2.3	49900	2.5
3763	575403	Dell	4	500	3.0	67900	2.5
3764	575625	Microsoft	4	1000	2.3	40900	2.5
3765	575790	Dell	16	500	3.0	92900	2.5
3766	576055	asus	4	2000	2.3	48900	2.5
3767	576114	Samsung	8	500	2.5	57900	2.5
3768	576382	Microsoft	16	1000	1.8	45900	2.5
3769	576476	Toshiba	16	500	3.2	82900	2.5
3770	576623	Toshiba	16	1000	2.5	63900	2.5
3771	576738	asus	4	500	1.8	30900	2.5
3772	576938	Lenovo	8	1000	1.8	29900	2.5
3773	577098	MSI	4	2000	3.2	83900	2.5
3774	577196	Apple	4	500	3.0	126900	2.5
3775	577222	Asus	16	500	2.5	62900	2.5
3776	577545	DELL	4	1000	3.2	89900	2.5
3777	577629	Microsoft	4	2000	3.2	79900	2.5
3778	577804	MSI	4	2000	2.5	58900	2.5
3779	577987	Lenovo	16	500	2.5	43900	2.5
3780	577995	Acer	4	2000	1.8	36900	2.5
3781	578010	Asus	16	500	3.2	80900	2.5
3782	578118	HP	16	500	2.5	59900	2.5
3783	578212	Acer	16	500	2.3	49900	2.5
3784	578430	Samsung	16	1000	1.8	48900	2.5
3785	578871	DELL	16	500	2.3	68900	2.5
3786	578949	Apple	4	1000	2.3	111900	2.5
3787	579031	Dell	8	2000	3.2	101900	2.5
3788	579049	Toshiba	8	2000	3.0	75900	2.5
3789	579091	Dell	8	2000	3.0	89900	2.5
3790	579120	Microsoft	4	500	3.2	66900	2.5
3791	579363	DELL	8	2000	3.0	94900	2.5
3792	579617	Microsoft	4	500	3.2	75900	2.5
3793	579860	Asus	4	1000	2.3	43900	2.5
3794	579934	HP	16	1000	1.8	49900	2.5
3795	580118	Acer	4	2000	3.0	65900	2.5
3796	580317	Samsung	8	2000	1.8	50900	2.5
3797	580744	DELL	8	500	2.5	67900	2.5
3798	580747	Asus	16	1000	2.3	44900	2.5
3799	580927	Samsung	4	500	3.0	57900	2.5
3800	580992	HP	8	1000	1.8	37900	2.5
3801	581199	Acer	16	500	2.3	45900	2.5
3802	581369	Samsung	4	1000	3.0	63900	2.5
3803	581444	Apple	4	1000	1.8	97900	2.5
3804	581447	DELL	16	500	2.3	70900	2.5
3805	581560	Apple	8	2000	2.5	131900	2.5
3806	581649	Samsung	16	2000	2.5	68900	2.5
3807	581775	hp	8	1000	2.3	52900	2.5
3808	582064	Dell	16	500	3.2	94900	2.5
3809	582255	Toshiba	16	2000	3.2	87900	2.5
3810	582297	Microsoft	8	1000	1.8	45900	2.5
3811	582370	Samsung	4	500	2.5	52900	2.5
3812	582533	Acer	16	500	3.2	74900	2.5
3813	582632	Acer	4	500	3.2	71900	2.5
3814	582644	Apple	16	500	3.0	135900	2.5
3815	582743	HP	8	2000	2.5	64900	2.5
3816	582852	hp	8	1000	2.5	58900	2.5
3817	583063	Lenovo	8	500	1.8	26900	2.5
3818	583368	Apple	8	1000	3.0	132900	2.5
3819	583699	Toshiba	16	1000	3.0	71900	2.5
3820	583874	HP	4	500	2.3	38900	2.5
3821	583878	Acer	16	2000	3.0	76900	2.5
3822	584183	DELL	4	500	3.0	69900	2.5
3823	584290	Acer	16	500	3.2	84900	2.5
3824	584739	DELL	16	2000	2.5	86900	2.5
3825	584904	DELL	16	1000	2.3	74900	2.5
3826	584978	Toshiba	16	2000	2.3	66900	2.5
3827	585586	asus	8	500	2.5	56900	2.5
3828	585757	Acer	4	2000	2.5	52900	2.5
3829	585975	Acer	4	1000	2.5	50900	2.5
3830	586044	Dell	4	2000	2.5	73900	2.5
3831	586584	DELL	8	2000	3.0	89900	2.5
3832	586687	Samsung	16	2000	2.5	70900	2.5
3833	586934	HP	16	1000	3.2	89900	2.5
3834	587057	MSI	8	1000	2.5	65900	2.5
3835	587153	MSI	8	2000	2.5	64900	2.5
3836	587340	MSI	4	2000	2.3	51900	2.5
3837	587346	hp	16	2000	3.0	81900	2.5
3838	587517	Lenovo	4	500	3.0	43900	2.5
3839	587816	Lenovo	8	1000	2.5	41900	2.5
3840	588941	hp	8	500	2.5	52900	2.5
3841	589048	asus	4	500	3.2	63900	2.5
3842	589263	Asus	4	2000	3.0	67900	2.5
3843	589563	hp	16	500	2.3	52900	2.5
3844	589584	HP	8	1000	1.8	43900	2.5
3845	589715	Toshiba	16	500	3.2	84900	2.5
3846	589886	asus	4	2000	3.2	76900	2.5
3847	589887	HP	8	1000	2.3	50900	2.5
3848	590147	MSI	8	500	1.8	46900	2.5
3849	590292	asus	8	2000	3.0	80900	2.5
3850	590704	Dell	16	1000	3.2	98900	2.5
3851	590763	Microsoft	16	2000	2.5	69900	2.5
3852	591045	Dell	4	500	2.5	66900	2.5
3853	591246	Asus	4	2000	2.3	48900	2.5
3854	591706	MSI	4	500	2.3	40900	2.5
3855	591798	HP	16	500	2.3	57900	2.5
3856	591859	DELL	8	1000	3.0	78900	2.5
3857	591915	Samsung	4	500	1.8	42900	2.5
3858	592013	DELL	4	500	3.2	97900	2.5
3859	592255	Apple	16	1000	2.5	125900	2.5
3860	592275	hp	16	1000	1.8	47900	2.5
3861	592283	asus	4	2000	2.3	52900	2.5
3862	592417	Samsung	16	500	3.0	83900	2.5
3863	592419	Toshiba	4	500	2.3	41900	2.5
3864	592563	Apple	8	2000	3.2	146900	2.5
3865	592655	Toshiba	4	1000	1.8	38900	2.5
3866	592804	Microsoft	16	1000	1.8	54900	2.5
3867	592934	Dell	4	1000	2.5	63900	2.5
3868	592995	HP	16	500	1.8	49900	2.5
3869	593188	Lenovo	4	500	3.2	55900	2.5
3870	593381	Asus	4	500	1.8	30900	2.5
3871	593470	Microsoft	8	2000	2.3	55900	2.5
3872	593478	Apple	16	2000	2.3	129900	2.5
3873	593595	Apple	16	1000	3.0	145900	2.5
3874	593815	Acer	16	500	1.8	45900	2.5
3875	594030	Lenovo	8	500	1.8	22900	2.5
3876	594119	Samsung	4	1000	2.3	46900	2.5
3877	594184	hp	4	500	3.0	54900	2.5
3878	594394	DELL	16	500	2.5	79900	2.5
3879	594479	HP	4	2000	1.8	34900	2.5
3880	594755	DELL	4	1000	3.0	72900	2.5
3881	594871	Microsoft	16	2000	3.2	89900	2.5
3882	594917	Dell	8	1000	2.5	75900	2.5
3883	595101	DELL	4	2000	2.3	65900	2.5
3884	595188	DELL	16	500	1.8	60900	2.5
3885	595225	Acer	16	2000	3.0	81900	2.5
3886	595250	asus	4	500	2.5	50900	2.5
3887	595453	Asus	8	2000	2.3	53900	2.5
3888	595529	HP	8	2000	1.8	41900	2.5
3889	595655	Acer	8	1000	3.0	69900	2.5
3890	595661	Samsung	8	1000	1.8	39900	2.5
3891	595850	Apple	8	2000	2.3	121900	2.5
3892	595868	hp	4	1000	1.8	36900	2.5
3893	596037	Dell	4	500	3.2	88900	2.5
3894	596070	Dell	16	500	2.5	76900	2.5
3895	596451	Acer	4	1000	2.5	48900	2.5
3896	596568	Microsoft	8	1000	3.2	78900	2.5
3897	596706	Microsoft	4	2000	3.0	69900	2.5
3898	596709	Asus	4	2000	2.5	61900	2.5
3899	596854	Asus	8	2000	2.5	66900	2.5
3900	596883	Dell	8	1000	1.8	61900	2.5
3901	596953	Toshiba	16	2000	2.5	68900	2.5
3902	597085	Dell	4	1000	3.0	78900	2.5
3903	597133	Samsung	4	1000	2.3	44900	2.5
3904	597417	Asus	16	500	3.0	71900	2.5
3905	597417	Asus	16	500	3.0	71900	2.5
3906	597565	HP	8	500	2.5	55900	2.5
3907	597841	hp	4	1000	1.8	38900	2.5
3908	597870	hp	4	2000	2.5	55900	2.5
3909	598592	Asus	4	1000	1.8	29900	2.5
3910	598909	Acer	16	500	2.3	57900	2.5
3911	598921	asus	16	1000	3.0	79900	2.5
3912	599040	Toshiba	8	1000	2.5	57900	2.5
3913	599205	Apple	8	500	3.2	144900	2.5
3914	599211	Asus	4	2000	3.0	69900	2.5
3915	599238	Dell	4	2000	2.5	73900	2.5
3916	599429	Dell	8	500	3.2	87900	2.5
3917	599493	asus	4	500	2.5	46900	2.5
3918	599494	Asus	8	1000	2.5	51900	2.5
3919	599499	asus	16	2000	3.2	85900	2.5
3920	600042	Acer	8	500	2.5	57900	2.5
3921	600263	Acer	16	2000	2.5	68900	2.5
3922	600349	Apple	4	500	3.0	129900	2.5
3923	601008	Lenovo	16	1000	1.8	34900	2.5
3924	601289	Microsoft	8	2000	3.0	70900	2.5
3925	601395	HP	8	2000	2.5	66900	2.5
3926	601415	asus	16	500	2.3	57900	2.5
3927	601658	DELL	16	500	2.5	77900	2.5
3928	601812	HP	16	1000	3.2	79900	2.5
3929	601893	HP	16	500	2.5	68900	2.5
3930	601960	asus	16	500	3.0	73900	2.5
3931	602445	Apple	16	2000	2.5	136900	2.5
3932	602659	MSI	16	1000	3.2	82900	2.5
3933	602967	Acer	16	500	1.8	38900	2.5
3934	603078	hp	4	1000	2.5	45900	2.5
3935	603271	MSI	8	500	3.2	76900	2.5
3936	603279	Asus	8	500	3.2	77900	2.5
3937	603541	Asus	16	500	2.5	66900	2.5
3938	603552	HP	8	2000	3.2	88900	2.5
3939	603579	DELL	4	1000	2.5	68900	2.5
3940	603770	DELL	4	1000	3.2	88900	2.5
3941	604094	hp	4	500	2.5	42900	2.5
3942	604662	Samsung	4	1000	3.0	58900	2.5
3943	604698	Acer	16	500	1.8	48900	2.5
3944	604929	Asus	16	1000	2.5	62900	2.5
3945	605240	Samsung	16	2000	2.5	71900	2.5
3946	605336	Asus	4	1000	2.5	47900	2.5
3947	605399	Samsung	4	2000	2.3	42900	2.5
3948	605694	Samsung	16	1000	2.3	56900	2.5
3949	605926	Acer	16	2000	1.8	53900	2.5
3950	605946	Samsung	16	500	2.5	66900	2.5
3951	606078	Microsoft	4	2000	1.8	37900	2.5
3952	606353	MSI	16	500	2.3	46900	2.5
3953	606367	Samsung	4	1000	1.8	35900	2.5
3954	606418	DELL	16	1000	2.5	79900	2.5
3955	606578	Lenovo	8	1000	3.2	59900	2.5
3956	606583	hp	8	500	1.8	41900	2.5
3957	606649	asus	4	2000	2.5	57900	2.5
3958	606685	Microsoft	8	2000	1.8	48900	2.5
3959	606865	Microsoft	8	2000	2.5	65900	2.5
3960	606885	Lenovo	16	2000	3.2	78900	2.5
3961	607423	Asus	16	500	3.0	72900	2.5
3962	607498	Dell	8	1000	2.5	70900	2.5
3963	607775	Lenovo	4	500	2.5	33900	2.5
3964	608210	Lenovo	4	2000	3.2	60900	2.5
3965	608316	Dell	16	500	3.0	83900	2.5
3966	608610	Microsoft	8	500	3.2	74900	2.5
3967	608633	Acer	4	2000	2.5	55900	2.5
3968	608683	Acer	16	2000	2.5	66900	2.5
3969	609023	Asus	4	500	2.3	32900	2.5
